case,source_model,source_profile,rear_phase,mode_count,basis_kind,side_gap_mm,rear_basket_mode_count,half_depth_mm,radii_mm,front_depth_mm,rear_depth_mm,front_radii_mm,rear_radii_mm,angle_group,signed_mean_db,rms_db,max_abs_db,max_abs_freq_hz,max_abs_angle_deg,fit_front_norm_rms_db_300_1200,fit_rear_norm_rms_db_300_1200,fit_side_worst_norm_rms_db_300_1200,fit_front_abs_rms_db_300_1200,fit_rear_abs_rms_db_300_1200,fit_side_worst_abs_rms_db_300_1200,fit_front_phase_rms_deg_300_1200,fit_rear_phase_rms_deg_300_1200,fit_side_worst_phase_rms_deg_300_1200,design_cond_max,effective_cond_max,source_count,basis_count
axisymmetric-directivity,axisymmetric-directivity,measured_axisymmetric_directivity,dipole,0,modal,0.0,0,,,,,,,80_90,0.1473472727070202,0.16279536616336998,0.33456916928948743,1200.0,80.0,7.269262770027132e-15,0.5687227244669742,0.5687227244669742,5.132981030276421e-15,0.5687227244669747,0.5687227244669747,1.978307069726565e-15,68.0336051416609,68.0336051416609,nan,nan,13,13
axisymmetric-directivity,axisymmetric-directivity,measured_axisymmetric_directivity,dipole,0,modal,0.0,0,,,,,,,90,0.17882596731459444,0.18343666272879522,0.31615664259217624,1200.0,90.0,7.269262770027132e-15,0.5687227244669742,0.5687227244669742,5.132981030276421e-15,0.5687227244669747,0.5687227244669747,1.978307069726565e-15,68.0336051416609,68.0336051416609,nan,nan,13,13
profile-ring-compact,split-profile-ring,h1659-acoustic-compact,dipole,0,modal,0.0,0,,,,,,,0_60,0.014167033422882941,0.039374522340424524,0.16171567061651615,1009.0756983044574,60.0,0.8653203154998468,1.0925572044675143,1.0925572044675143,0.8562072300949246,1.0328271344427808,1.0328271344427808,12.28264666638224,12.268863818042682,12.28264666638224,122952.91711349,122952.91711349,146,8
profile-ring-compact,split-profile-ring,h1659-acoustic-compact,dipole,0,modal,0.0,0,,,,,,,70_90,0.08400574026546236,0.14052915182291403,0.3954159706436684,980.3492719446599,90.0,0.8653203154998468,1.0925572044675143,1.0925572044675143,0.8562072300949246,1.0328271344427808,1.0328271344427808,12.28264666638224,12.268863818042682,12.28264666638224,122952.91711349,122952.91711349,146,8
profile-ring-compact,split-profile-ring,h1659-acoustic-compact,dipole,0,modal,0.0,0,,,,,,,80_90,0.10601044062945165,0.16087139086631183,0.3954159706436684,980.3492719446599,90.0,0.8653203154998468,1.0925572044675143,1.0925572044675143,0.8562072300949246,1.0328271344427808,1.0328271344427808,12.28264666638224,12.268863818042682,12.28264666638224,122952.91711349,122952.91711349,146,8
profile-ring-compact,split-profile-ring,h1659-acoustic-compact,dipole,0,modal,0.0,0,,,,,,,90,0.16897711499876256,0.20665151233971796,0.3954159706436684,980.3492719446599,90.0,0.8653203154998468,1.0925572044675143,1.0925572044675143,0.8562072300949246,1.0328271344427808,1.0328271344427808,12.28264666638224,12.268863818042682,12.28264666638224,122952.91711349,122952.91711349,146,8
profile-ring-compact-svd,split-profile-ring,h1659-acoustic-compact,dipole,0,modal,0.0,0,,,,,,,0_60,0.014167159290747168,0.03937451639703025,0.161715670610036,1009.0756983044574,60.0,0.8653177118419157,1.0925572044660359,1.0925572044660359,0.8562046997773363,1.032827134440768,1.032827134440768,12.282651230759521,12.268863818052726,12.282651230759521,122952.91711349,93596.74372359687,146,8
profile-ring-compact-svd,split-profile-ring,h1659-acoustic-compact,dipole,0,modal,0.0,0,,,,,,,70_90,0.08400424157349659,0.14052781570579528,0.39541597063966094,980.3492719446599,90.0,0.8653177118419157,1.0925572044660359,1.0925572044660359,0.8562046997773363,1.032827134440768,1.032827134440768,12.282651230759521,12.268863818052726,12.282651230759521,122952.91711349,93596.74372359687,146,8
profile-ring-compact-svd,split-profile-ring,h1659-acoustic-compact,dipole,0,modal,0.0,0,,,,,,,80_90,0.10600809252636935,0.16086964330246747,0.39541597063966094,980.3492719446599,90.0,0.8653177118419157,1.0925572044660359,1.0925572044660359,0.8562046997773363,1.032827134440768,1.032827134440768,12.282651230759521,12.268863818052726,12.282651230759521,122952.91711349,93596.74372359687,146,8
profile-ring-compact-svd,split-profile-ring,h1659-acoustic-compact,dipole,0,modal,0.0,0,,,,,,,90,0.16897251880162503,0.2066487863883637,0.39541597063966094,980.3492719446599,90.0,0.8653177118419157,1.0925572044660359,1.0925572044660359,0.8562046997773363,1.032827134440768,1.032827134440768,12.282651230759521,12.268863818052726,12.282651230759521,122952.91711349,93596.74372359687,146,8
profile-ring-full,split-profile-ring,h1659-acoustic-full,dipole,0,modal,0.0,0,,,,,,,0_60,0.014010222372989318,0.03864140714680979,0.15886113307108474,1132.6491752180323,60.0,0.8547934313314776,1.0902869353140505,1.0902869353140505,0.8452022319404184,1.0301010645196196,1.0301010645196196,12.297853262050523,12.29738702440897,12.297853262050523,16889263911.391638,16889263911.391638,242,12
profile-ring-full,split-profile-ring,h1659-acoustic-full,dipole,0,modal,0.0,0,,,,,,,70_90,0.08272928087324753,0.13902313990055462,0.3912257676931503,980.3492719446599,90.0,0.8547934313314776,1.0902869353140505,1.0902869353140505,0.8452022319404184,1.0301010645196196,1.0301010645196196,12.297853262050523,12.29738702440897,12.297853262050523,16889263911.391638,16889263911.391638,242,12
